0.00.026.586 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.166.218 W srv  llama_server: -----------------
0.00.166.220 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.166.220 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.166.221 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.166.221 W srv  llama_server: -----------------
0.00.167.514 I srv    load_model: loading model 'runs/raft-s0/gguf_e2/model.Q8_0.gguf'
0.00.672.923 W model has unused tensor blk.24.attn_norm.weight (size = 4096 bytes) -- ignoring
0.00.672.928 W model has unused tensor blk.24.post_attention_norm.weight (size = 4096 bytes) -- ignoring
0.00.672.931 W model has unused tensor blk.24.attn_q.weight (size = 4456448 bytes) -- ignoring
0.00.672.933 W model has unused tensor blk.24.attn_k.weight (size = 557056 bytes) -- ignoring
0.00.672.934 W model has unused tensor blk.24.attn_v.weight (size = 557056 bytes) -- ignoring
0.00.672.938 W model has unused tensor blk.24.attn_output.weight (size = 2228224 bytes) -- ignoring
0.00.672.939 W model has unused tensor blk.24.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.672.940 W model has unused tensor blk.24.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.672.942 W model has unused tensor blk.24.ffn_gate.weight (size = 3899392 bytes) -- ignoring
0.00.672.943 W model has unused tensor blk.24.ffn_down.weight (size = 3899392 bytes) -- ignoring
0.00.672.944 W model has unused tensor blk.24.ffn_up.weight (size = 3899392 bytes) -- ignoring
0.00.672.946 W model has unused tensor blk.24.nextn.eh_proj.weight (size = 2228224 bytes) -- ignoring
0.00.672.955 W model has unused tensor blk.24.nextn.enorm.weight (size = 4096 bytes) -- ignoring
0.00.672.957 W model has unused tensor blk.24.nextn.hnorm.weight (size = 4096 bytes) -- ignoring
0.00.672.961 W model has unused tensor blk.24.nextn.shared_head_norm.weight (size = 4096 bytes) -- ignoring
0.01.206.229 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.01.208.109 I srv  llama_server: model loaded
0.01.208.114 I srv  llama_server: listening on http://127.0.0.1:8091
0.03.071.392 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.04.423.114 I slot print_timing: id  3 | task 490 |       total time =     140.75 ms /  2214 tokens
0.04.423.115 I slot print_timing: id  3 | task 490 |    graphs reused =        517
0.04.423.213 I slot      release: id  3 | task 490 | stop processing: n_tokens = 2213, truncated = 0
0.04.431.415 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.112 (> 0.100 thold), f_keep = 0.107
0.04.449.710 I slot launch_slot_: id  3 | task 552 | processing task, is_child = 0
0.04.630.762 I slot print_timing: id  3 | task 552 | prompt eval time =      47.45 ms /  2107 tokens (    0.02 ms per token, 44403.70 tokens per second)
0.04.630.766 I slot print_timing: id  3 | task 552 |        eval time =     133.57 ms /    85 tokens (    1.57 ms per token,   636.37 tokens per second)
0.04.630.766 I slot print_timing: id  3 | task 552 |       total time =     181.02 ms /  2192 tokens
0.04.630.767 I slot print_timing: id  3 | task 552 |    graphs reused =        600
0.04.630.865 I slot      release: id  3 | task 552 | stop processing: n_tokens = 2191, truncated = 0
0.04.638.895 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.111 (> 0.100 thold), f_keep = 0.108
0.04.657.380 I slot launch_slot_: id  3 | task 640 | processing task, is_child = 0
0.04.797.446 I slot print_timing: id  3 | task 640 | prompt eval time =      47.32 ms /  2126 tokens (    0.02 ms per token, 44930.05 tokens per second)
0.04.797.449 I slot print_timing: id  3 | task 640 |        eval time =      92.72 ms /    59 tokens (    1.57 ms per token,   636.33 tokens per second)
0.04.797.450 I slot print_timing: id  3 | task 640 |       total time =     140.04 ms /  2185 tokens
0.04.797.450 I slot print_timing: id  3 | task 640 |    graphs reused =        657
0.04.797.544 I slot      release: id  3 | task 640 | stop processing: n_tokens = 2184, truncated = 0
0.04.805.153 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = -1
0.04.805.172 I slot launch_slot_: id  2 | task 702 | processing task, is_child = 0
0.04.984.397 I slot print_timing: id  2 | task 702 | prompt eval time =      49.28 ms /  2384 tokens (    0.02 ms per token, 48372.70 tokens per second)
0.04.984.400 I slot print_timing: id  2 | task 702 |        eval time =     111.50 ms /    71 tokens (    1.57 ms per token,   636.75 tokens per second)
0.04.984.401 I slot print_timing: id  2 | task 702 |       total time =     160.79 ms /  2455 tokens
0.04.984.402 I slot print_timing: id  2 | task 702 |    graphs reused =        726
0.04.984.500 I slot      release: id  2 | task 702 | stop processing: n_tokens = 2454, truncated = 0
0.04.992.726 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.109 (> 0.100 thold), f_keep = 0.097
0.05.012.115 I slot launch_slot_: id  2 | task 776 | processing task, is_child = 0
0.05.140.651 I slot print_timing: id  2 | task 776 | prompt eval time =      47.94 ms /  2183 tokens (    0.02 ms per token, 45533.24 tokens per second)
0.05.140.654 I slot print_timing: id  2 | task 776 |        eval time =      80.57 ms /    51 tokens (    1.58 ms per token,   633.01 tokens per second)
0.05.140.655 I slot print_timing: id  2 | task 776 |       total time =     128.51 ms /  2234 tokens
0.05.140.655 I slot print_timing: id  2 | task 776 |    graphs reused =        775
0.05.140.758 I slot      release: id  2 | task 776 | stop processing: n_tokens = 2233, truncated = 0
0.05.148.985 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.111 (> 0.100 thold), f_keep = 0.106
0.05.167.929 I slot launch_slot_: id  2 | task 830 | processing task, is_child = 0
0.05.296.107 I slot print_timing: id  2 | task 830 | prompt eval time =      47.80 ms /  2137 tokens (    0.02 ms per token, 44711.79 tokens per second)
0.05.296.110 I slot print_timing: id  2 | task 830 |        eval time =      80.35 ms /    51 tokens (    1.58 ms per token,   634.69 tokens per second)
0.05.296.110 I slot print_timing: id  2 | task 830 |       total time =     128.15 ms /  2188 tokens
0.05.296.111 I slot print_timing: id  2 | task 830 |    graphs reused =        824
0.05.296.206 I slot      release: id  2 | task 830 | stop processing: n_tokens = 2187, truncated = 0
0.05.304.382 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.108 (> 0.100 thold), f_keep = 0.108
0.05.322.844 I slot launch_slot_: id  2 | task 884 | processing task, is_child = 0
0.05.477.467 I slot print_timing: id  2 | task 884 | prompt eval time =      47.74 ms /  2192 tokens (    0.02 ms per token, 45910.57 tokens per second)
0.05.477.470 I slot print_timing: id  2 | task 884 |        eval time =     106.85 ms /    68 tokens (    1.57 ms per token,   636.43 tokens per second)
0.05.477.470 I slot print_timing: id  2 | task 884 |       total time =     154.59 ms /  2260 tokens
0.05.477.471 I slot print_timing: id  2 | task 884 |    graphs reused =        890
0.05.477.570 I slot      release: id  2 | task 884 | stop processing: n_tokens = 2259, truncated = 0
0.05.486.115 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.110 (> 0.100 thold), f_keep = 0.105
0.05.504.952 I slot launch_slot_: id  2 | task 955 | processing task, is_child = 0
0.05.655.246 I slot print_timing: id  2 | task 955 | prompt eval time =      47.71 ms /  2151 tokens (    0.02 ms per token, 45086.78 tokens per second)
0.05.655.250 I slot print_timing: id  2 | task 955 |        eval time =     102.56 ms /    65 tokens (    1.58 ms per token,   633.78 tokens per second)
0.05.655.250 I slot print_timing: id  2 | task 955 |       total time =     150.27 ms /  2216 tokens
0.05.655.251 I slot print_timing: id  2 | task 955 |    graphs reused =        953
0.05.655.352 I slot      release: id  2 | task 955 | stop processing: n_tokens = 2215, truncated = 0
0.05.663.579 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.111 (> 0.100 thold), f_keep = 0.107
0.05.683.369 I slot launch_slot_: id  2 | task 1023 | processing task, is_child = 0
0.05.867.549 I slot print_timing: id  2 | task 1023 | prompt eval time =      47.44 ms /  2130 tokens (    0.02 ms per token, 44897.87 tokens per second)
0.05.867.552 I slot print_timing: id  2 | task 1023 |        eval time =     136.71 ms /    87 tokens (    1.57 ms per token,   636.38 tokens per second)
0.05.867.553 I slot print_timing: id  2 | task 1023 |       total time =     184.15 ms /  2217 tokens
0.05.867.554 I slot print_timing: id  2 | task 1023 |    graphs reused =       1038
0.05.867.652 I slot      release: id  2 | task 1023 | stop processing: n_tokens = 2216, truncated = 0
0.05.875.941 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.112 (> 0.100 thold), f_keep = 0.107
0.05.894.541 I slot launch_slot_: id  2 | task 1113 | processing task, is_child = 0
0.06.004.848 I slot print_timing: id  2 | task 1113 | prompt eval time =      47.21 ms /  2113 tokens (    0.02 ms per token, 44754.62 tokens per second)
0.06.004.852 I slot print_timing: id  2 | task 1113 |        eval time =      63.06 ms /    40 tokens (    1.58 ms per token,   634.27 tokens per second)
0.06.004.852 I slot print_timing: id  2 | task 1113 |       total time =     110.28 ms /  2153 tokens
0.06.004.853 I slot print_timing: id  2 | task 1113 |    graphs reused =       1076
0.06.004.951 I slot      release: id  2 | task 1113 | stop processing: n_tokens = 2152, truncated = 0
0.06.013.153 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.110 (> 0.100 thold), f_keep = 0.110
0.06.031.397 I slot launch_slot_: id  2 | task 1156 | processing task, is_child = 0
0.06.142.258 I slot print_timing: id  2 | task 1156 | prompt eval time =      47.82 ms /  2154 tokens (    0.02 ms per token, 45045.80 tokens per second)
0.06.142.261 I slot print_timing: id  2 | task 1156 |        eval time =      63.01 ms /    40 tokens (    1.58 ms per token,   634.78 tokens per second)
0.06.142.262 I slot print_timing: id  2 | task 1156 |       total time =     110.83 ms /  2194 tokens
0.06.142.263 I slot print_timing: id  2 | task 1156 |    graphs reused =       1114
0.06.142.361 I slot      release: id  2 | task 1156 | stop processing: n_tokens = 2193, truncated = 0
0.06.150.725 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.109 (> 0.100 thold), f_keep = 0.108
0.06.169.415 I slot launch_slot_: id  2 | task 1199 | processing task, is_child = 0
0.06.293.232 I slot print_timing: id  2 | task 1199 | prompt eval time =      48.22 ms /  2178 tokens (    0.02 ms per token, 45172.66 tokens per second)
0.06.293.234 I slot print_timing: id  2 | task 1199 |        eval time =      75.57 ms /    48 tokens (    1.57 ms per token,   635.15 tokens per second)
0.06.293.235 I slot print_timing: id  2 | task 1199 |       total time =     123.79 ms /  2226 tokens
0.06.293.236 I slot print_timing: id  2 | task 1199 |    graphs reused =       1160
0.06.293.337 I slot      release: id  2 | task 1199 | stop processing: n_tokens = 2225, truncated = 0
0.06.301.521 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.109 (> 0.100 thold), f_keep = 0.107
0.06.320.073 I slot launch_slot_: id  2 | task 1250 | processing task, is_child = 0
0.06.521.902 I slot print_timing: id  2 | task 1250 | prompt eval time =      48.23 ms /  2180 tokens (    0.02 ms per token, 45201.02 tokens per second)
0.06.521.906 I slot print_timing: id  2 | task 1250 |        eval time =     153.57 ms /    98 tokens (    1.57 ms per token,   638.12 tokens per second)
0.06.521.906 I slot print_timing: id  2 | task 1250 |       total time =     201.80 ms /  2278 tokens
0.06.521.907 I slot print_timing: id  2 | task 1250 |    graphs reused =       1256
0.06.522.007 I slot      release: id  2 | task 1250 | stop processing: n_tokens = 2277, truncated = 0
0.06.530.770 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.106 (> 0.100 thold), f_keep = 0.104
0.06.549.117 I slot launch_slot_: id  2 | task 1351 | processing task, is_child = 0
0.06.753.169 I slot print_timing: id  2 | task 1351 | prompt eval time =      48.24 ms /  2225 tokens (    0.02 ms per token, 46124.51 tokens per second)
0.06.753.172 I slot print_timing: id  2 | task 1351 |        eval time =     155.79 ms /    98 tokens (    1.59 ms per token,   629.06 tokens per second)
0.06.753.173 I slot print_timing: id  2 | task 1351 |       total time =     204.03 ms /  2323 tokens
0.06.753.173 I slot print_timing: id  2 | task 1351 |    graphs reused =       1351
0.06.753.273 I slot      release: id  2 | task 1351 | stop processing: n_tokens = 2322, truncated = 0
0.06.761.997 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.110 (> 0.100 thold), f_keep = 0.102
0.06.780.664 I slot launch_slot_: id  2 | task 1452 | processing task, is_child = 0
0.06.985.511 I slot print_timing: id  2 | task 1452 | prompt eval time =      48.01 ms /  2159 tokens (    0.02 ms per token, 44966.05 tokens per second)
0.06.985.514 I slot print_timing: id  2 | task 1452 |        eval time =     156.80 ms /   100 tokens (    1.57 ms per token,   637.75 tokens per second)
0.06.985.515 I slot print_timing: id  2 | task 1452 |       total time =     204.81 ms /  2259 tokens
0.06.985.516 I slot print_timing: id  2 | task 1452 |    graphs reused =       1449
0.06.985.615 I slot      release: id  2 | task 1452 | stop processing: n_tokens = 2258, truncated = 0
0.06.994.096 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.112 (> 0.100 thold), f_keep = 0.105
0.07.012.492 I slot launch_slot_: id  2 | task 1555 | processing task, is_child = 0
0.07.217.192 I slot print_timing: id  2 | task 1555 | prompt eval time =      47.70 ms /  2125 tokens (    0.02 ms per token, 44553.00 tokens per second)
0.07.217.195 I slot print_timing: id  2 | task 1555 |        eval time =     156.97 ms /   100 tokens (    1.57 ms per token,   637.05 tokens per second)
0.07.217.196 I slot print_timing: id  2 | task 1555 |       total time =     204.67 ms /  2225 tokens
0.07.217.196 I slot print_timing: id  2 | task 1555 |    graphs reused =       1547
0.07.217.297 I slot      release: id  2 | task 1555 | stop processing: n_tokens = 2224, truncated = 0
0.07.225.577 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.114 (> 0.100 thold), f_keep = 0.107
0.07.244.410 I slot launch_slot_: id  2 | task 1658 | processing task, is_child = 0
0.07.462.313 I slot print_timing: id  2 | task 1658 | prompt eval time =      47.08 ms /  2086 tokens (    0.02 ms per token, 44307.56 tokens per second)
0.07.462.316 I slot print_timing: id  2 | task 1658 |        eval time =     170.79 ms /   109 tokens (    1.57 ms per token,   638.21 tokens per second)
0.07.462.316 I slot print_timing: id  2 | task 1658 |       total time =     217.87 ms /  2195 tokens
0.07.462.317 I slot print_timing: id  2 | task 1658 |    graphs reused =       1654
0.07.462.414 I slot      release: id  2 | task 1658 | stop processing: n_tokens = 2194, truncated = 0
0.07.470.826 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.111 (> 0.100 thold), f_keep = 0.108
0.07.489.126 I slot launch_slot_: id  2 | task 1770 | processing task, is_child = 0
0.07.680.926 I slot print_timing: id  2 | task 1770 | prompt eval time =      47.47 ms /  2132 tokens (    0.02 ms per token, 44909.74 tokens per second)
0.07.680.929 I slot print_timing: id  2 | task 1770 |        eval time =     144.29 ms /    92 tokens (    1.57 ms per token,   637.58 tokens per second)
0.07.680.929 I slot print_timing: id  2 | task 1770 |       total time =     191.77 ms /  2224 tokens
0.07.680.930 I slot print_timing: id  2 | task 1770 |    graphs reused =       1744
0.07.681.029 I slot      release: id  2 | task 1770 | stop processing: n_tokens = 2223, truncated = 0
0.07.689.657 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.110 (> 0.100 thold), f_keep = 0.107
0.07.707.727 I slot launch_slot_: id  2 | task 1865 | processing task, is_child = 0
0.07.901.655 I slot print_timing: id  2 | task 1865 | prompt eval time =      47.84 ms /  2161 tokens (    0.02 ms per token, 45172.35 tokens per second)
0.07.901.658 I slot print_timing: id  2 | task 1865 |        eval time =     146.06 ms /    93 tokens (    1.57 ms per token,   636.72 tokens per second)
0.07.901.658 I slot print_timing: id  2 | task 1865 |       total time =     193.90 ms /  2254 tokens
0.07.901.659 I slot print_timing: id  2 | task 1865 |    graphs reused =       1835
0.07.901.759 I slot      release: id  2 | task 1865 | stop processing: n_tokens = 2253, truncated = 0
0.07.909.774 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.111 (> 0.100 thold), f_keep = 0.105
0.07.928.047 I slot launch_slot_: id  2 | task 1961 | processing task, is_child = 0
0.08.121.393 I slot print_timing: id  2 | task 1961 | prompt eval time =      47.64 ms /  2144 tokens (    0.02 ms per token, 45006.09 tokens per second)
0.08.121.396 I slot print_timing: id  2 | task 1961 |        eval time =     145.68 ms /    93 tokens (    1.57 ms per token,   638.40 tokens per second)
0.08.121.396 I slot print_timing: id  2 | task 1961 |       total time =     193.31 ms /  2237 tokens
0.08.121.397 I slot print_timing: id  2 | task 1961 |    graphs reused =       1926
0.08.121.492 I slot      release: id  2 | task 1961 | stop processing: n_tokens = 2236, truncated = 0
0.08.129.873 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.109 (> 0.100 thold), f_keep = 0.106
0.08.148.374 I slot launch_slot_: id  2 | task 2057 | processing task, is_child = 0
0.08.342.664 I slot print_timing: id  2 | task 2057 | prompt eval time =      48.18 ms /  2167 tokens (    0.02 ms per token, 44973.44 tokens per second)
0.08.342.670 I slot print_timing: id  2 | task 2057 |        eval time =     146.07 ms /    93 tokens (    1.57 ms per token,   636.66 tokens per second)
0.08.342.671 I slot print_timing: id  2 | task 2057 |       total time =     194.26 ms /  2260 tokens
0.08.342.672 I slot print_timing: id  2 | task 2057 |    graphs reused =       2017
0.08.342.777 I slot      release: id  2 | task 2057 | stop processing: n_tokens = 2259, truncated = 0
0.08.351.141 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.110 (> 0.100 thold), f_keep = 0.105
0.08.369.381 I slot launch_slot_: id  2 | task 2153 | processing task, is_child = 0
0.08.581.538 I slot print_timing: id  2 | task 2153 | prompt eval time =      47.71 ms /  2146 tokens (    0.02 ms per token, 44979.15 tokens per second)
0.08.581.540 I slot print_timing: id  2 | task 2153 |        eval time =     164.41 ms /   105 tokens (    1.57 ms per token,   638.63 tokens per second)
0.08.581.540 I slot print_timing: id  2 | task 2153 |       total time =     212.13 ms /  2251 tokens
0.08.581.541 I slot print_timing: id  2 | task 2153 |    graphs reused =       2120
0.08.581.644 I slot      release: id  2 | task 2153 | stop processing: n_tokens = 2250, truncated = 0
0.08.590.247 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.109 (> 0.100 thold), f_keep = 0.105
0.08.608.499 I slot launch_slot_: id  2 | task 2261 | processing task, is_child = 0
0.08.860.160 I slot print_timing: id  2 | task 2261 | prompt eval time =      47.94 ms /  2169 tokens (    0.02 ms per token, 45247.83 tokens per second)
0.08.860.162 I slot print_timing: id  2 | task 2261 |        eval time =     203.69 ms /   130 tokens (    1.57 ms per token,   638.21 tokens per second)
0.08.860.163 I slot print_timing: id  2 | task 2261 |       total time =     251.63 ms /  2299 tokens
0.08.860.164 I slot print_timing: id  2 | task 2261 |    graphs reused =       2248
0.08.860.256 I slot      release: id  2 | task 2261 | stop processing: n_tokens = 2298, truncated = 0
0.08.868.546 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.107 (> 0.100 thold), f_keep = 0.103
0.08.886.863 I slot launch_slot_: id  2 | task 2394 | processing task, is_child = 0
0.09.226.631 I slot print_timing: id  2 | task 2394 | prompt eval time =      47.80 ms /  2211 tokens (    0.02 ms per token, 46252.33 tokens per second)
0.09.226.634 I slot print_timing: id  2 | task 2394 |        eval time =     291.94 ms /   185 tokens (    1.58 ms per token,   633.70 tokens per second)
0.09.226.634 I slot print_timing: id  2 | task 2394 |       total time =     339.74 ms /  2396 tokens
0.09.226.635 I slot print_timing: id  2 | task 2394 |    graphs reused =       2430
0.09.226.729 I slot      release: id  2 | task 2394 | stop processing: n_tokens = 2395, truncated = 0
0.09.235.217 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.104 (> 0.100 thold), f_keep = 0.099
0.09.254.449 I slot launch_slot_: id  2 | task 2582 | processing task, is_child = 0
0.09.455.711 I slot print_timing: id  2 | task 2582 | prompt eval time =      48.59 ms /  2270 tokens (    0.02 ms per token, 46721.28 tokens per second)
0.09.455.714 I slot print_timing: id  2 | task 2582 |        eval time =     152.65 ms /    96 tokens (    1.59 ms per token,   628.89 tokens per second)
0.09.455.715 I slot print_timing: id  2 | task 2582 |       total time =     201.24 ms /  2366 tokens
0.09.455.716 I slot print_timing: id  2 | task 2582 |    graphs reused =       2523
